State	NPA-NXX	Ocn 	Company                                                     	RateCenter 	EffectiveDate	Use	AssignDate	Initial/Growth File Updated 01/16/2012
DC 	202-448	4989	"PAETEC COMMUNICATIONS, INC. - DC"                          	WSHNGTNZN1 	          	AS	          	  
DC 	202-449	4093	"BROADWING COMMUNICATIONS, LLC - DC"                        	WSHNGTNZN1 	          	AS	05/01/2001	G 
DC 	202-450	6402	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - DC"              	WSHNGTNZN1 	          	AS	04/13/2009	G 
DC 	202-451	2739	"PICUS COMMUNICATIONS, LLC - DC"                            	WSHNGTNZN1 	          	AS	          	  
DC 	202-452	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-453	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-454	4249	"CAVALIER EAST LLC - DC"                                    	WSHNGTNZN1 	          	AS	          	  
DC 	202-455	1972	"DSLNET COMMUNICATIONS VA, INC. - DC"                       	WSHNGTNZN1 	          	AS	          	  
DC 	202-456	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-457	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-458	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-459	8964	"XO D.C., INC."                                             	WSHNGTNZN1 	          	AS	          	  
DC 	202-460	6855	"OMNIPOINT COMMUNICATIONS CAP OPERATIONS, LLC"              	WSHNGTNZN1 	          	AS	05/15/2002	G 
DC 	202-461	4725	"CAVALIER TELEPHONE, LLC"                                   	WSHNGTNZN1 	          	AS	12/15/2006	G 
DC 	202-462	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-463	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-464	4937	"ALLEGIANCE TELECOM OF THE DISTRICT OF COLUMBIA"            	WSHNGTNZN1 	          	AS	          	  
DC 	202-465	6664	"SPRINT SPECTRUM L.P."                                      	WSHNGTNZN1 	          	AS	          	  
DC 	202-466	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-467	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-468	6855	"OMNIPOINT COMMUNICATIONS CAP OPERATIONS, LLC"              	WSHNGTNZN1 	          	AS	11/27/2001	G 
DC 	202-469	7445	"MCI WORLDCOM COMMUNICATIONS, INC. - DC"                    	WSHNGTNZN1 	          	AS	05/27/2008	G 
DC 	202-470	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	01/27/2005	G 
DC 	202-471	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-472	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-473	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-474	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-475	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-476	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	02/20/2007	G 
DC 	202-477	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-478	7445	"MCI WORLDCOM COMMUNICATIONS, INC. - DC"                    	WSHNGTNZN1 	          	AS	          	  
DC 	202-479	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-480	6402	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - DC"              	WSHNGTNZN1 	          	AS	05/08/2009	G 
DC 	202-481	7445	"MCI WORLDCOM COMMUNICATIONS, INC. - DC"                    	WSHNGTNZN1 	          	AS	          	  
DC 	202-482	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-483	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-484	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-485	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-486	6664	"SPRINT SPECTRUM L.P."                                      	WSHNGTNZN1 	          	AS	          	  
DC 	202-487	6664	"SPRINT SPECTRUM L.P."                                      	WSHNGTNZN1 	          	AS	          	  
DC 	202-488	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-489	6664	"SPRINT SPECTRUM L.P."                                      	WSHNGTNZN1 	          	AS	          	  
DC 	202-490	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-491	6664	"SPRINT SPECTRUM L.P."                                      	WSHNGTNZN1 	          	AS	          	  
DC 	202-492	6664	"SPRINT SPECTRUM L.P."                                      	WSHNGTNZN1 	          	AS	          	  
DC 	202-493	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-494	6402	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - DC"              	WSHNGTNZN1 	          	AS	          	  
DC 	202-495	6117	"LEVEL 3 COMMUNICATIONS, LLC - DC"                          	WSHNGTNZN1 	          	AS	05/27/2008	G 
DC 	202-496	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-497	6232	"NEXTEL COMMUNICATIONS, INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-498	6232	"NEXTEL COMMUNICATIONS, INC."                               	WSHNGTNZN1 	          	AS	08/13/2002	G 
DC 	202-499	6855	"OMNIPOINT COMMUNICATIONS CAP OPERATIONS, LLC"              	WSHNGTNZN1 	          	AS	03/10/2011	G 
DC 	202-500	6664	"SPRINT SPECTRUM L.P."                                      	WSHNGTNZN1 	          	AS	01/19/2011	G 
DC 	202-501	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-502	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-503	884E	"CBEYOND COMMUNICATIONS, LLC - DC"                          	WSHNGTNZN1 	          	AS	04/21/2008	I 
DC 	202-504	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-505	6402	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - DC"              	WSHNGTNZN1 	          	AS	06/20/2011	G 
DC 	202-506	4036	"NEW CINGULAR WIRELESS PCS, LLC - DC"                       	WSHNGTNZN1 	          	AS	06/28/2006	G 
DC 	202-507	6402	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - DC"              	WSHNGTNZN1 	          	AS	12/04/2007	G 
DC 	202-508	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-509	6117	"LEVEL 3 COMMUNICATIONS, LLC - DC"                          	WSHNGTNZN1 	          	AS	01/28/2008	G 
DC 	202-510	6402	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - DC"              	WSHNGTNZN1 	          	AS	04/23/2007	G 
DC 	202-511	    	                                                            	           	          	UA	          	  
DC 	202-512	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-513	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-514	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-515	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-516	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-517	2554	"GLOBAL NAPS SOUTH, INC. - MD"                              	WSHNGTNZN1 	          	AS	          	  
DC 	202-518	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-519	6630	"USA MOBILITY WIRELESS, INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-520	6664	"SPRINT SPECTRUM L.P."                                      	WSHNGTNZN1 	          	AS	11/16/2007	G 
DC 	202-521	4093	"BROADWING COMMUNICATIONS, LLC - DC"                        	WSHNGTNZN1 	          	AS	          	  
DC 	202-522	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-523	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-524	5977	"BROADVIEW NETWORKS, INC. - DC"                             	WSHNGTNZN1 	          	AS	03/12/2010	G 
DC 	202-525	6402	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - DC"              	WSHNGTNZN1 	          	AS	12/05/2008	G 
DC 	202-526	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-527	6402	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - DC"              	WSHNGTNZN1 	          	AS	06/14/2007	G 
DC 	202-528	6232	"NEXTEL COMMUNICATIONS, INC."                               	WSHNGTNZN1 	          	AS	04/17/2002	G 
DC 	202-529	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-530	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-531	4036	"NEW CINGULAR WIRELESS PCS, LLC - DC"                       	WSHNGTNZN1 	          	AS	          	  
DC 	202-532	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-533	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-534	6664	"SPRINT SPECTRUM L.P."                                      	WSHNGTNZN1 	          	AS	10/08/2008	G 
DC 	202-535	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-536	2695	"CTC COMMUNICATIONS CORP. - DC"                             	WSHNGTNZN1 	          	AS	06/09/2005	I 
DC 	202-537	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-538	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-539	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-540	074F	"BANDWIDTH.COM CLEC, LLC - DC"                              	WSHNGTNZN1 	          	AS	05/13/2008	I 
DC 	202-541	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-542	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-543	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-544	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-545	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-546	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-547	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-548	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-549	4036	"NEW CINGULAR WIRELESS PCS, LLC - DC"                       	WSHNGTNZN1 	          	AS	          	  
DC 	202-550	4036	"NEW CINGULAR WIRELESS PCS, LLC - DC"                       	WSHNGTNZN1 	          	AS	          	  
DC 	202-551	7529	"TELEPORT COMMUNICATIONS GROUP, INC. - DC"                  	WSHNGTNZN1 	          	AS	          	  
DC 	202-552	4989	"PAETEC COMMUNICATIONS, INC. - DC"                          	WSHNGTNZN1 	          	AS	11/29/2005	I 
DC 	202-553	6664	"SPRINT SPECTRUM L.P."                                      	WSHNGTNZN1 	          	AS	11/15/2007	G 
DC 	202-554	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-555	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	UA	          	  
DC 	202-556	6664	"SPRINT SPECTRUM L.P."                                      	WSHNGTNZN1 	          	AS	01/20/2009	G 
DC 	202-557	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-558	6117	"LEVEL 3 COMMUNICATIONS, LLC - DC"                          	WSHNGTNZN1 	          	AS	          	  
DC 	202-559	6117	"LEVEL 3 COMMUNICATIONS, LLC - DC"                          	WSHNGTNZN1 	          	AS	01/22/2008	G 
DC 	202-560	6664	"SPRINT SPECTRUM L.P."                                      	WSHNGTNZN1 	          	AS	11/16/2007	G 
DC 	202-561	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-562	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-563	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-564	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-565	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-566	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-567	5977	"BROADVIEW NETWORKS, INC. - DC"                             	WSHNGTNZN1 	          	AS	07/25/2008	G 
DC 	202-568	6402	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - DC"              	WSHNGTNZN1 	          	AS	02/10/2011	G 
DC 	202-569	6855	"OMNIPOINT COMMUNICATIONS CAP OPERATIONS, LLC"              	WSHNGTNZN1 	          	AS	05/28/2008	G 
DC 	202-570	6402	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - DC"              	WSHNGTNZN1 	          	AS	02/10/2009	G 
DC 	202-571	    	                                                            	           	          	UA	          	  
DC 	202-572	7529	"TELEPORT COMMUNICATIONS GROUP, INC. - DC"                  	WSHNGTNZN1 	          	AS	02/28/2001	G 
DC 	202-573	6402	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - DC"              	WSHNGTNZN1 	          	AS	03/11/2009	G 
DC 	202-574	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-575	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-576	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-577	9211	"VERIZON WASHINGTON, DC INC."                               	WSHNGTNZN1 	          	AS	          	  
DC 	202-578	6402	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - DC"              	WSHNGTNZN1 	          	AS	05/17/2011	G 
DC 	202-579	6402	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - DC"              	WSHNGTNZN1 	          	AS	06/05/2008	G 
DC 	202-580	6402	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - DC"              	WSHNGTNZN1 	          	AS	09/19/2005	G 
